id,customer_code,site_code,site_zone_type,category_code,site_zone_code,site_zone_name,create_dt,create_user,update_dt,update_user
178,ESL,B092,門市分類,211BBFBF3,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
179,ESL,B092,門市分類,211BBFBF4,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
180,ESL,B092,門市分類,211BBFBF5,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
181,ESL,B092,門市分類,211BBGBG0,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
182,ESL,B092,門市分類,211BBHBH0,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
183,ESL,B092,門市分類,211BBHBH1,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
184,ESL,B092,門市分類,211BBHBH2,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
185,ESL,B092,門市分類,211BBIBI0,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
186,ESL,B092,門市分類,211BBJBJ0,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
187,ESL,B092,門市分類,211BBKBK0,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
188,ESL,B092,門市分類,211BBKBK1,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
189,ESL,B092,門市分類,211BBLBL0,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
190,ESL,B092,門市分類,211BBLBL1,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
191,ESL,B092,門市分類,211BBMBM0,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
192,ESL,B092,門市分類,211BBMBM1,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
193,ESL,B092,門市分類,211BBMBM2,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
194,ESL,B092,門市分類,211BBNBN0,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
195,ESL,B092,門市分類,211BBNBN1,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
196,ESL,B092,門市分類,211BBNBN2,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
197,ESL,B092,門市分類,211BBNBN3,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
198,ESL,B092,門市分類,211BBOBO0,9210,5-雜誌影音/413文具線,2023-10-02 14:30:58.650,,2023-10-02 14:30:58.650,
